s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
621.9887851,-42.2336207,-322.7275693,0.1720585,-0.0029012,33.8984607,4.5690854
623.988749,-42.5702768,-320.7562229,0.1662141,-0.0029415,34.1669673,4.5622319
625.988713,-42.8951432,-318.7828226,0.1602884,-0.0029664,34.432982,4.5553887
627.9886769,-43.2084404,-316.8076318,0.1543068,-0.003015,34.6965629,4.5485557
629.9886408,-43.5096709,-314.8304862,0.148259,-0.0030307,34.9577655,4.541733
631.9886048,-43.7990586,-312.8516498,0.1421487,-0.0030795,35.2166434,4.5349205
633.9885687,-44.0760899,-310.8709658,0.1359696,-0.0030952,35.4732481,4.5281183
635.9885327,-44.3410099,-308.8887038,0.1297301,-0.0031442,35.727629,4.5213262
637.9884966,-44.5932865,-306.9047146,0.1234204,-0.0031599,35.979834,4.5145443
639.9884605,-44.833182,-304.9192663,0.117051,-0.0032093,36.229909,4.5077726
641.9884245,-45.0601477,-302.9322229,0.1106108,-0.0032247,36.4778984,4.5010111
643.9883884,-45.2744624,-300.9438475,0.1041112,-0.0032746,36.723845,4.4942597
645.9883524,-45.4755605,-298.9540214,0.0975397,-0.0032898,36.9677901,4.4875184
647.9883163,-45.6637378,-296.9629986,0.0909095,-0.0033401,37.2097737,4.4807873
649.9882802,-45.8384111,-294.9706812,0.0842058,-0.0033553,37.4498342,4.4740662
651.9882442,-45.9998937,-292.9773114,0.0774439,-0.0034062,37.688009,4.4673552
653.9882081,-46.1475845,-290.9828156,0.0706072,-0.0034213,37.9243342,4.4606543
655.9881721,-46.281814,-288.9874203,0.0637126,-0.0034729,38.1588446,4.4539635
657.988136,-46.4019629,-286.9910799,0.0567413,-0.003488,38.391574,4.4472826
659.9880999,-46.5083793,-284.9940027,0.0497127,-0.0035403,38.6225551,4.4406118
661.9880639,-46.600428,-282.9961734,0.0426058,-0.0035555,38.8518196,4.433951
663.9880278,-46.6784694,-280.99778,0.035441,-0.0036088,39.0793983,4.4273002
665.9879917,-46.7418536,-278.998842,0.0281964,-0.0036238,39.305321,4.4206594
667.9879557,-46.7909558,-276.9995223,0.020895,-0.0036769,39.5296164,4.4140285
669.9879196,-46.8251121,-274.999878,0.0135149,-0.0036898,39.7523128,4.4074076
671.9878836,-46.8447266,-273.0000463,0.0060837,-0.0037405,39.9734372,-4.2514854
673.9878475,-46.8491264,-271.0001201,-0.0014224,-0.0037505,39.7601565,-6.2289957
675.9878114,-46.8387473,-269.0002142,-0.0089735,-0.0037998,39.4455893,-6.228779
677.9877754,-46.8129183,-267.000455,-0.0165913,-0.0038056,39.1285043,-6.2614686
679.9877393,-46.7720935,-265.0009354,-0.0242553,-0.0038587,38.807144,-6.2612055
681.9877033,-46.7156235,-263.0018122,-0.0319656,-0.0038535,38.4831139,-6.3035291
683.9876672,-46.6439687,-261.0031483,-0.0397236,-0.0039051,38.1541137,-6.3045158
685.9876311,-46.5564903,-259.0051331,-0.0475211,-0.0038953,37.8221996,-6.3489476
687.9875951,-46.453673,-257.0078251,-0.0553604,-0.0039447,37.4849763,-6.3529727
689.987559,-46.3348859,-255.0114338,-0.0632324,-0.003931,37.1444749,-6.3983497
691.987523,-46.2006321,-253.0159869,-0.071141,-0.0039783,36.798357,-6.4050037
693.9874869,-46.0502954,-251.0217288,-0.0790743,-0.003961,36.4485875,-6.4505744
695.9874508,-45.8843898,-249.028657,-0.0870396,-0.0040044,36.0929037,-6.4603572
697.9874148,-45.7023229,-247.0370498,-0.0950221,-0.0039866,35.7331322,-6.5040196
699.9873787,-45.5046032,-245.0468734,-0.1030377,-0.0040287,35.3672323,-6.5150657
701.9873427,-45.2906966,-243.0584371,-0.1110482,-0.0040065,34.996876,-6.5584854
703.9873066,-45.0610679,-241.0716777,-0.1191033,-0.0040472,34.62005,-6.5705652
705.9872705,-44.8152652,-239.0869276,-0.1271239,-0.0040181,34.2383714,-6.614375
707.9872345,-44.553704,-237.1041033,-0.1352017,-0.0040577,33.8498014,-6.6269099
709.9871984,-44.2759525,-235.1235449,-0.1432262,-0.0040166,33.4559694,-6.6723742
711.9871623,-43.982502,-233.1451722,-0.1512972,-0.0040537,33.0546952,-6.6855117
713.9871263,-43.6728171,-231.169341,-0.1593343,-0.0040167,32.6476846,-6.7256989
715.9870902,-43.3475266,-229.1959493,-0.1674254,-0.0040804,32.2330421,-6.7293935
717.9870542,-43.0060387,-227.2254982,-0.1755816,-0.0041217,31.8127633,-6.7114858
719.9870181,-42.6484665,-225.2577486,-0.1839863,-0.0042962,31.3879985,-6.6764504
721.986982,-42.2739708,-223.2932326,-0.1927418,-0.0044949,30.9596694,-6.6019632
723.986946,-41.8818626,-221.3321293,-0.2020488,-0.0048241,30.5302105,-6.5245452
725.9869099,-41.4707295,-219.37472,-0.212029,-0.0051695,30.0997682,-6.4122143
727.9868739,-41.0394619,-217.4218199,-0.2228144,-0.0056233,29.670653,-6.3028413
729.9868378,-40.5861168,-215.4737778,-0.2344929,-0.0060727,29.2427211,-6.1573308
731.9868017,-40.1092528,-213.5314296,-0.2471854,-0.0066231,28.8185333,-6.0263544
733.9867657,-39.6065282,-211.5956518,-0.2609326,-0.0071383,28.3972336,-5.8492323
735.9867296,-39.0763548,-209.667098,-0.2758378,-0.0077696,27.982251,-5.7175465
737.9866936,-38.5160958,-207.7471773,-0.2918707,-0.0082965,27.5705748,-5.5347832
739.9866575,-37.9242918,-205.8366369,-0.3091141,-0.0089449,27.1661161,-5.3823476
741.9866214,-37.2979327,-203.9373401,-0.3276518,-0.0095313,26.766936,-5.1893063
743.9865854,-36.6358242,-202.0500541,-0.3473941,-0.0102074,26.3763532,-5.0125118
745.9865493,-35.9346978,-200.1771384,-0.3685688,-0.0108534,25.9935054,-4.7788476
747.9865133,-35.1934039,-198.3194163,-0.3910287,-0.0116069,25.6231785,-4.5994449
749.9864772,-34.4086204,-196.4798056,-0.4149749,-0.0122592,25.2616276,-4.3502238
751.9864411,-33.5793521,-194.6596058,-0.4402703,-0.013028,24.9148399,-4.1502525
753.9864051,-32.7021938,-192.8623332,-0.4671594,-0.0137075,24.5794332,-3.8764751
755.986369,-31.7764756,-191.0891015,-0.4953661,-0.0144875,24.2619644,-3.7169392
757.986333,-30.7991783,-189.3443263,-0.5250484,-0.0150909,23.9536099,-3.464213
759.9862969,-29.7700102,-187.6289303,-0.5559715,-0.0158124,23.662604,-3.3387134
761.9862608,-28.6865177,-185.948173,-0.5882952,-0.0163603,23.3787128,-3.1091939
763.9862248,-27.5488348,-184.3025503,-0.6217066,-0.017029,23.1112021,-3.0517358
765.9861887,-26.3551455,-182.698381,-0.6564656,-0.0174927,22.845589,-2.8880706
767.9861526,-25.1061751,-181.1353265,-0.6920626,-0.0180814,22.5913449,-2.8793213
769.9861166,-23.8008753,-179.6211204,-0.7290251,-0.0185041,22.3349902,-2.7359927
771.9860805,-22.4403541,-178.1540273,-0.7666209,-0.0190839,22.0886399,-2.6239748
773.9860445,-21.0251939,-176.741974,-0.8054622,-0.019627,21.8497667,-2.2440186
775.9860084,-19.5551028,-175.3848963,-0.8454956,-0.0203944,21.6433914,-1.8150607
777.9859723,-18.031247,-174.0902713,-0.8871427,-0.0210786,21.4750152,-0.7482248
779.9859363,-16.4538631,-172.8601895,-0.9300407,-0.0217512,21.4052198,-0.1715615
781.9859002,-14.8240527,-171.7029053,-0.9741547,-0.0218581,21.3891842,-0.1715615
783.9858642,-13.145736,-170.6158077,-1.0178539,-0.0217764,21.3731366,0.5436222
785.9858281,-11.4210546,-169.604906,-1.0609144,-0.0211628,21.4239449,1.4916952
787.985792,-9.6561187,-168.6660484,-1.1027608,-0.0206893,21.5627477,1.7381428
789.985756,-7.8519185,-167.8017909,-1.1436787,-0.0200576,21.7233638,2.0814008
791.9857199,-6.016272,-167.0100515,-1.1833601,-0.0196332,21.9141504,2.1524985
793.9856839,-4.1484604,-166.2922328,-1.2224422,-0.0190619,22.1097225,2.3570853
795.9856478,-2.2566552,-165.6454214,-1.2601187,-0.0186194,22.3219174,2.4256155
797.9856117,-0.3400603,-165.07095,-1.2970874,-0.0180184,22.5381961,2.629238
799.9855757,1.594355,-164.5649391,-1.3326452,-0.0175418,22.7703107,2.7151672
801.9855396,3.5467851,-164.128409,-1.3673598,-0.0169384,23.0075536,2.900943
803.9855036,5.5116853,-163.7573273,-1.400758,-0.0164548,23.2583551,2.9871498
805.9854675,7.4886407,-163.4523514,-1.4331793,-0.0157955,23.5138144,3.2025117
807.9854314,9.4734844,-163.2089856,-1.4642188,-0.0152303,23.7846439,3.341069
809.9853954,11.465367,-163.0275365,-1.4941239,-0.0145021,24.0639423,3.5833802
811.9853593,13.4612607,-162.9028783,-1.522505,-0.0138688,24.359938,3.753932
813.9853232,15.4601689,-162.8347693,-1.5494897,-0.0130155,24.6662125,4.0464825
815.9852872,17.4599586,-162.8176941,-1.5747715,-0.012251,24.9921523,4.272286
817.9852511,19.4596325,-162.8511992,-1.598747,-0.0114575,25.3317294,4.5041119
819.9852151,21.4579818,-162.9295088,-1.6209384,-0.0107332,25.6848717,4.6955275
821.985179,23.4539809,-163.0516816,-1.6417268,-0.009939,26.0479252,4.7455646
823.9851429,25.4474012,-163.2128053,-1.6609579,-0.0093004,26.409777,4.7384464
825.9851069,27.4372306,-163.4116755,-1.6789184,-0.0085856,26.7662057,4.7313388
827.9850708,29.4236067,-163.6441769,-1.6955238,-0.008027,27.1174258,4.724242
829.9850348,31.4057408,-163.9090674,-1.7110211,-0.0074109,27.4636379,4.7171557
831.9849987,33.3840016,-164.2029319,-1.7253428,-0.0069135,27.8050299,4.7100801
833.9849626,35.357771,-164.5245605,-1.738679,-0.0063704,28.141778,4.7030151
835.9849266,37.3275466,-164.8710066,-1.7509606,-0.0059092,28.4740477,4.6959607
837.9848905,39.2928246,-165.2410117,-1.7622551,-0.0053725,28.8019947,4.6889169
839.9848545,41.2543163,-165.6318437,-1.7725334,-0.0049,29.1257657,4.6818837
841.9848184,43.2114353,-166.0421822,-1.781818,-0.0043622,29.4454992,4.674861
843.9847823,45.1653365,-166.4693258,-1.7900628,-0.0038783,29.7613261,4.6678488
845.9847463,47.1153903,-166.9118127,-1.7972784,-0.0033399,30.0733701,4.6608472
847.9847102,49.0628909,-167.3671207,-1.8034902,-0.0028724,30.3817485,4.653856
849.9846742,51.0074801,-167.8336135,-1.8086999,-0.0023818,30.6865725,4.6468754
851.9846381,52.9500937,-168.3093054,-1.8130481,-0.0019681,30.9879476,4.6399052
853.984602,54.8906735,-168.792538,-1.816485,-0.0015267,31.2859742,4.6329454
855.984566,56.8299429,-169.281707,-1.8191605,-0.0011481,31.5807478,4.6259961
857.9845299,58.7679338,-169.7752896,-1.8209666,-0.0007084,31.8723592,4.6190573
859.9844938,60.7053982,-170.271559,-1.8220064,-0.0003336,32.1608951,4.6121288
861.9844578,62.6423152,-170.7692076,-1.8222249,8.36e-05,32.4464383,4.6052107
863.9844217,64.5795156,-171.2664027,-1.8217312,0.0003956,32.7290676,4.598303
865.9843857,66.5170463,-171.7617571,-1.8205824,0.0006496,33.0088587,4.5914057
867.9843496,68.4552822,-172.2547852,-1.8191443,0.0007688,33.2858835,4.5845187
869.9843135,70.3943677,-172.7445014,-1.8175251,0.0008031,33.5602113,4.5776421
871.9842775,72.334145,-173.2314075,-1.8159358,0.00078,33.8319084,4.5707757
873.9842414,74.2747656,-173.7151229,-1.8143874,0.0007454,34.1010381,4.5639197
875.9842054,76.2160313,-174.1960731,-1.8129416,0.0007004,34.3676614,4.5570739
877.9841693,78.1580497,-174.6741074,-1.8114954,0.0006792,34.6318367,4.5502385
879.9841332,80.1006705,-175.1495666,-1.8101748,0.0006429,34.8936203,4.5434132
881.9840972,82.0439851,-175.6223526,-1.8088403,0.0006243,35.1530662,4.5365982
883.9840611,83.9878373,-176.0927615,-1.807633,0.0005834,35.4102264,4.5297935
885.9840251,85.9323149,-176.5607538,-1.8064195,0.0005713,35.6651507,4.5229989
887.983989,87.8772759,-177.026554,-1.8053111,0.0005378,35.9178876,4.5162145
889.9839529,89.822783,-177.4902251,-1.804241,0.0005128,36.1684832,4.5094403
891.9839169,91.7687267,-177.9519025,-1.8032529,0.0004746,36.4169825,4.5026763
893.9838808,93.7151544,-178.4116884,-1.8023008,0.0004553,36.6634286,4.4959224
895.9838448,95.6619646,-178.8696987,-1.8014231,0.0004222,36.9078631,4.4891786
897.9838087,97.6091963,-179.3260708,-1.800601,0.0003941,37.1503264,4.482445
899.9837726,99.5567536,-179.7808968,-1.7998565,0.0003482,37.3908573,4.4757214
901.9837366,101.5046842,-180.2342879,-1.7991338,0.0003376,37.6294934,4.469008
903.9837005,103.4528825,-180.6863619,-1.798495,0.0003001,37.866271,4.4623046
905.9836644,105.4013925,-181.1372566,-1.7979023,0.0002806,38.1012254,4.4556112
907.9836284,107.3501196,-181.5870385,-1.797372,0.0002498,38.3343906,4.4489279
909.9835923,109.2990994,-182.0358843,-1.7969042,0.0002227,38.5657995,4.4422547
911.9835563,111.2482486,-182.4838337,-1.7964895,0.0001923,38.7954841,4.4355914
913.9835202,113.1975987,-182.9310748,-1.796137,0.0001653,39.0234754,4.4289381
915.9834841,115.1470653,-183.3776406,-1.795837,0.0001349,39.2498034,4.4222948
917.9834481,117.0966812,-183.8237254,-1.7955992,0.0001085,39.4744972,4.4156615
919.983412,119.0463623,-184.2693533,-1.7954126,7.84e-05,39.697585,4.4090382
921.983376,120.9961415,-184.7147278,-1.7952898,5.12e-05,39.9190943,4.4024247
923.9833399,122.9459344,-185.1598659,-1.7952209,1.74e-05,40.1390517,4.3784397
925.9833038,124.8957765,-185.6049666,-1.7952069,-6.6e-06,40.3566217,4.3446759
927.9832678,126.8455786,-186.0500609,-1.7952624,-5.06e-05,40.5713607,4.3113167
929.9832317,128.7953838,-186.4953183,-1.7953465,-6.13e-05,40.7833331,4.2783533
931.9831957,130.7450999,-186.9407897,-1.7955087,-0.0001023,40.9926014,4.2457773
933.9831596,132.6947694,-187.3866574,-1.7957086,-0.0001141,41.1992254,4.2135808
935.9831235,134.6443041,-187.8329319,-1.7959657,-0.0001424,41.403263,4.1817558
937.9830875,136.5937395,-188.2798537,-1.7962956,-0.0001715,41.6047703,4.1502949
939.9830514,138.5429851,-188.7273882,-1.7966741,-0.0002073,41.8038011,4.1191907
941.9830154,140.4920876,-189.1757581,-1.7971012,-0.0002273,42.0004078,4.0884362
943.9829793,142.440947,-189.6249691,-1.7975868,-0.0002572,42.1946407,-4.6993982
945.9829432,144.3896126,-190.0752271,-1.7981288,-0.0002863,41.9713051,-7.6383077
947.9829072,146.3379797,-190.5265584,-1.7987377,-0.0003212,41.6057421,-7.6263231
949.9828711,148.2861165,-190.9790773,-1.7993531,-0.0003351,41.2375197,-7.6132249
951.9828351,150.2339072,-191.4328865,-1.8000559,-0.0003655,40.8666206,-7.6025863
953.982799,152.1814439,-191.8880033,-1.8007201,-0.0003612,40.4928498,-7.590005
955.9827629,154.1286027,-192.344521,-1.8014683,-0.0003855,40.1162238,-7.5807936
957.9827269,156.0754785,-192.8025341,-1.8021699,-0.0003601,39.7364918,-7.5682937
959.9826908,158.0219785,-193.261869,-1.802912,-0.0003853,39.3537311,-7.5573849
961.9826547,159.9681769,-193.7229071,-1.8036832,-0.0003862,38.9677708,-7.540193
963.9826187,161.913962,-194.1852721,-1.804535,-0.0004806,38.5788404,-7.5169178
965.9825826,163.8593853,-194.6494627,-1.8056119,-0.0006335,38.187168,-7.4763976
967.9825466,165.8041209,-195.1161699,-1.807134,-0.0009089,37.7935808,-7.4102204
969.9825105,167.7480775,-195.5860744,-1.8092897,-0.0012867,37.3993904,-7.3173436
971.9824744,169.6907151,-196.0613077,-1.8122884,-0.0017167,37.0060205,-7.2123618
973.9824384,171.631796,-196.5432233,-1.8161582,-0.0021261,36.6141589,-7.1016733
975.9824023,173.5706979,-197.0333958,-1.8208042,-0.0025095,36.2241694,-7.0115696
977.9823663,175.5073559,-197.5333745,-1.8260684,-0.0028053,35.8349644,-6.9150925
979.9823302,177.4409888,-198.0440006,-1.8319898,-0.0031087,35.4469294,-6.8438521
981.9822941,179.3716888,-198.5666845,-1.8383635,-0.00334,35.0586635,-6.7591456
983.9822581,181.2986471,-199.1020593,-1.845316,-0.0036055,34.6709359,-6.7025816
985.982222,183.2218494,-199.6515994,-1.8527149,-0.0038031,34.2821229,-6.6255455
987.982186,185.1406927,-200.2154525,-1.8605724,-0.0040535,33.8933953,-6.5666886
989.9821499,187.0549608,-200.7951751,-1.8688992,-0.0042648,33.5036709,-6.4704386
991.9821138,188.9641578,-201.3909181,-1.8777227,-0.0045662,33.1151729,-6.3732933
993.9820778,190.867839,-202.0043765,-1.88719,-0.0048712,32.7279997,-6.226912
995.9820417,192.7654186,-202.6361562,-1.8973318,-0.005281,32.3452433,-6.0823542
997.9820057,194.6562245,-203.2881909,-1.9083206,-0.005682,31.9669484,-5.8814559
999.9819696,196.5394645,-203.961511,-1.9201786,-0.0061832,31.5968414,-5.6909108
1001.9819335,198.414246,-204.6583158,-1.9330361,-0.0066531,31.2345507,-5.4394777
1003.9818975,200.2795569,-205.3798222,-1.9468972,-0.0072101,30.8842944,-5.2470324
1005.9818614,202.1342427,-206.1284461,-1.9617771,-0.0076597,30.5426241,-5.0134493
1007.9818253,203.9772844,-206.9050914,-1.9776055,-0.0081593,30.2125545,-4.7988339
1009.9817893,205.8072108,-207.7123723,-1.9944981,-0.0086202,29.8932009,-4.5619473
1011.9817532,207.6230656,-208.5506304,-2.0122246,-0.0090976,29.5864158,-4.3677914
1013.9817172,209.4231533,-209.4224327,-2.0309218,-0.0095121,29.2896765,-4.1149907
1015.9816811,211.2065086,-210.3278616,-2.0504219,-0.0099816,29.007335,-3.9613128
1017.981645,212.971207,-211.2693064,-2.0707939,-0.0103339,28.732917,-3.7299521
1019.981609,214.7162867,-212.2465256,-2.0918943,-0.0107572,28.4721088,-3.5825984
1021.9815729,216.4395144,-213.2617857,-2.1138505,-0.0110899,28.2193346,-3.3478714
1023.9815369,218.1401568,-214.3145048,-2.1364407,-0.0114925,27.9810579,-3.263096
1025.9815008,219.8156094,-215.4066867,-2.1597781,-0.011758,27.7468458,-3.0591969
1027.9814647,221.4654151,-216.537472,-2.1836611,-0.0121172,27.5254588,-2.9956528
1029.9814287,223.0865601,-217.7086312,-2.2082708,-0.0123602,27.3069312,-2.7860348
1031.9813926,224.6789106,-218.9190241,-2.2333433,-0.0127085,27.1021134,-2.710484
1033.9813566,226.2390734,-220.1702107,-2.2591563,-0.0129522,26.9013533,-2.4547842
1035.9813205,227.7670293,-221.4609353,-2.2854188,-0.013307,26.7182307,-2.3082812
1037.9812844,229.2590422,-222.7925347,-2.3124677,-0.0135733,26.5448845,-1.9402538
1039.9812484,230.7151454,-224.1637061,-2.3399783,-0.013931,26.3982957,-1.6454509
1041.9812123,232.1316124,-225.5750442,-2.3681636,-0.0141996,26.2733388,-0.9063828
1043.9811763,233.5081367,-227.0258884,-2.3968853,-0.0145005,26.2042528,-0.2571129
1045.9811402,234.840904,-228.5164792,-2.4261174,-0.014585,26.1846221,-0.2571129
1047.9811041,236.1305491,-230.0449121,-2.4553413,-0.0146003,26.1649766,-0.0460494
1049.9810681,237.3734229,-231.6112771,-2.4843842,-0.0142686,26.1614565,1.2495785
1051.981032,238.5725491,-233.2116875,-2.5126488,-0.0139822,26.2568092,1.6038384
1053.9809959,239.7254916,-234.845537,-2.5401902,-0.0135682,26.3786896,2.0461847
1055.9809599,240.834667,-236.5096202,-2.5670931,-0.0133449,26.5333725,2.1336898
1057.9809238,241.8981991,-238.2034102,-2.5936311,-0.0130704,26.6937158,2.2818938
1059.9808878,242.917751,-239.9239403,-2.6196057,-0.0128996,26.8641373,2.2855762
1061.9808517,243.8915523,-241.6709876,-2.6452504,-0.0125958,27.0337569,2.4606585
1063.9808156,244.8218664,-243.4414046,-2.6702141,-0.0123603,27.2151882,2.5386695
1065.9807796,245.7071726,-245.2348402,-2.6946434,-0.0119934,27.4011125,2.7626128
1067.9807435,246.550073,-247.0485116,-2.7183415,-0.0116955,27.6020147,2.8917109
1069.9807075,247.3494479,-248.8818025,-2.7413356,-0.0112698,27.8107507,3.1408297
1071.9806714,248.108152,-250.7322806,-2.763529,-0.0109134,28.0357084,3.30322
1073.9806353,248.8254257,-252.5991822,-2.7849142,-0.0104475,28.2703659,3.5522449
1075.9805993,249.5043706,-254.4803854,-2.8054146,-0.0100433,28.5205594,3.7319725
1077.9805632,250.1445534,-256.3750768,-2.8250245,-0.0095416,28.781069,3.9776909
1079.9805272,250.7492724,-258.2814382,-2.8436699,-0.0090952,29.0561596,4.1676152
1081.9804911,251.3183625,-260.1987373,-2.8613745,-0.0085664,29.3416184,4.4045139
1083.980455,251.8553045,-262.1252889,-2.8780334,-0.0080856,29.6403156,4.5973937
1085.980419,252.3600929,-264.0604695,-2.8938033,-0.007605,29.9489157,4.6636484
1087.9803829,252.8361073,-266.0029613,-2.9086164,-0.0072147,30.2587476,4.6566531
1089.9803469,253.2837218,-267.9520692,-2.9224431,-0.0067124,30.5649813,4.6496682
1091.9803108,253.7056332,-269.9070298,-2.9355153,-0.0063666,30.8677246,4.6426938
1093.9802747,254.1022127,-271.8672021,-2.94784,-0.0059805,31.1670798,4.6357299
1095.9802387,254.4757385,-273.8319895,-2.9595157,-0.0057004,31.4631443,4.6287765
1097.9802026,254.8265601,-275.8009339,-2.9705746,-0.0053853,31.7560107,4.6218334
1099.9801666,255.1564699,-277.7735186,-2.9811025,-0.0051435,32.0457676,4.6149008
1101.9801305,255.4657915,-279.7494826,-2.9910901,-0.0048597,32.332499,4.6079786
1103.9800944,255.7562,-281.7282632,-3.0005737,-0.0046215,32.6162854,4.6010667
1105.9800584,256.0280423,-283.7097323,-3.0094972,-0.0043297,32.8972036,4.5941652
1107.9800223,256.2830373,-285.6933744,-3.0179094,-0.0040799,33.1753272,4.5872741
1109.9799862,256.5216612,-287.6791635,-3.0257368,-0.003792,33.4507265,4.5803933
1111.9799502,256.7454759,-289.6665534,-3.0330766,-0.0035457,33.7234687,4.5735229
1113.9799141,256.9552688,-291.6556398,-3.0397943,-0.0032631,33.9936186,4.5666627
1115.9798781,257.1521771,-293.6458618,-3.0460728,-0.0030101,34.261238,4.5598128
1117.979842,257.3371137,-295.6372946,-3.0517112,-0.0026965,34.5263863,4.5529732
1119.9798059,257.5114501,-297.6296065,-3.0568083,-0.0023926,34.7891206,4.5461439
1121.9797699,257.6758786,-299.622702,-3.0611587,-0.0019818,35.0494959,4.5393248
1123.9797338,257.8328448,-301.6164626,-3.0647816,-0.0016468,35.3075648,4.5325159
1125.9796978,257.9833045,-303.6107211,-3.0676476,-0.0013279,35.5633782,4.5257173
1127.9796617,258.1285384,-305.6053918,-3.0701175,-0.0011635,35.816985,4.5189288
1129.9796256,258.2694171,-307.6004483,-3.0722978,-0.0010722,36.0684322,4.5121506
1131.9795896,258.4057692,-309.5957584,-3.0744245,-0.0010646,36.3177654,4.5053825
1133.9795535,258.5379932,-311.5914233,-3.0765453,-0.0010641,36.5650282,4.4986245
1135.9795175,258.665857,-313.5872963,-3.0786942,-0.0010864,36.810263,4.4918767
1137.9794814,258.7895391,-315.5835176,-3.0808165,-0.0010865,37.0535105,4.485139
1139.9794453,258.9088342,-317.5799193,-3.0830056,-0.0011016,37.2948103,4.4784114
1141.9794093,259.0239023,-319.5766632,-3.0851459,-0.0011029,37.5342004,4.4716939
1143.9793732,259.1345187,-321.5735639,-3.0873702,-0.0011201,37.7717176,4.4649865
1145.9793372,259.2408022,-323.5707967,-3.0895499,-0.0011175,38.0073976,4.4582891
1147.9793011,259.3425959,-325.568166,-3.0918006,-0.0011321,38.2412749,4.4516018
1149.979265,259.4399149,-327.5658548,-3.0940414,-0.0011375,38.4733829,4.4449246
1151.979229,259.5326938,-329.5636621,-3.0963368,-0.0011582,38.703754,4.4382573
1153.9791929,259.6208975,-331.5617726,-3.0986217,-0.0011573,38.9324194,4.4316
1155.9791568,259.7044892,-333.5599852,-3.1009507,-0.0011714,39.1594096,4.4249527
1157.9791208,259.7833686,-335.5584915,-3.1033058,-0.0011878,39.3847541,4.4183154
1159.9790847,259.8575268,-337.5570763,-3.1057149,-0.0012238,39.6084814,4.4116881
1161.9790487,259.9269302,-339.5559401,-3.1080878,-0.0012119,39.8306193,4.4050707
1163.9790126,259.9914857,-341.5548575,-3.1105392,-0.001241,40.0511947,4.3920638
1165.9789765,260.0511391,-343.5540369,-3.1129829,-0.0012382,40.269916,4.3581357
1167.9789405,260.1058609,-345.5532467,-3.1154794,-0.0012585,40.4857798,4.3246156
1169.9789044,260.1555302,-347.5526973,-3.1180001,-0.0012698,40.6988515,4.2914949
1171.9788684,260.200157,-349.5521572,-3.1205609,-0.0012912,40.9091944,4.2587649
1173.9788323,260.239597,-351.5518372,-3.1231513,-0.0013058,41.1168692,4.2264175
1175.9787962,260.2738499,-353.5515011,-3.1257867,-0.0013299,41.3219349,4.1944448
1177.9787602,260.3027586,-355.5513621,-3.1284572,-0.0013471,41.524448,4.1628391
1179.9787241,260.3263165,-357.5511799,-3.1311781,-0.0013739,41.7244633,4.131593
1181.9786881,260.3443502,-359.5511691,-3.1339394,-0.0013936,41.9220337,4.1006994
1183.978652,260.3568497,-361.5510861,-3.136756,-0.0014232,42.1172104,4.0701514
1185.9786159,260.363623,-363.551146,-3.1396187,-0.0014453,42.3100428,4.0399423
1187.9785799,260.3646587,-365.5511014,3.1406436,-0.0014778,42.5005788,4.0100654
1189.9785438,260.3597457,-367.5511679,3.1376689,-0.0015025,42.6888647,3.9805147
1191.9785078,260.34887,-369.5510935,3.1346286,-0.0015379,42.8749454,3.951284
1193.9784717,260.3318034,-371.5510943,3.1315312,-0.0015652,43.0588643,3.9223673
1195.9784356,260.3085262,-373.5509137,3.1283634,-0.0016027,43.2406635,3.8937589
1197.9783996,260.278794,-375.5507678,3.1251353,-0.0016306,43.4203839,3.8654534
1199.9783635,260.2425958,-377.5503946,3.1218367,-0.0016677,43.598065,3.8374451
1201.9783274,260.1996725,-379.5500107,3.1184794,-0.0016938,43.7737453,3.809729
1203.9782914,260.150041,-381.5493487,3.1150568,-0.0017283,43.947462,3.7823
1205.9782553,260.0934326,-383.5486253,3.1115786,-0.001753,44.1192514,3.7700594
1207.9782193,260.0298875,-385.5475689,3.1080379,-0.0017876,44.2898217,3.7644044
1209.9781832,259.9591415,-387.5463974,3.1044519,-0.0018077,44.4594833,3.7587579
1211.9781471,259.8812431,-389.5448327,3.1008018,-0.0018425,44.6282468,3.7531198
1213.9781111,259.7959366,-391.5430958,3.0971167,-0.0018571,44.7961229,3.7474903
1215.978075,259.7032851,-393.5409007,3.0933714,-0.0018881,44.9631217,3.7418691
1217.978039,259.6030238,-395.5384703,3.0895889,-0.0019024,45.1292535,3.7362564
1219.9780029,259.4952483,-397.5355154,3.0857573,-0.0019287,45.2945281,3.7306521
1221.9779668,259.3796776,-399.5322595,3.0818845,-0.0019441,45.4589553,3.7250563
1223.9779308,259.2564384,-401.5284091,3.0779729,-0.0019668,45.6225446,3.7194688
1225.9778947,259.1252391,-403.5241871,3.0740182,-0.0019834,45.7853053,3.7138897
1227.9778587,258.9862235,-405.5192989,3.0700282,-0.002006,45.9472466,3.7083189
1229.9778226,258.8391129,-407.5139666,3.0660049,-0.0020195,46.1083776,3.7027566
1231.9777865,258.6840432,-409.5078938,3.0619438,-0.0020409,46.2687069,3.6972025
1233.9777505,258.5207639,-411.5013083,3.0578592,-0.0020524,46.4282434,3.6916568
1235.9777144,258.3493931,-413.4938994,3.0537337,-0.0020721,46.5869954,3.6861194
1237.9776784,258.1697022,-415.4859101,3.0495959,-0.002078,46.7449715,3.6805904
